"tahun","bulan","kota_administrasi","kecamatan","penderita_dbd","meninggal","periode_data"
"2018","07","Jakarta Pusat","Sawah Besar","0","0","201807"
"2018","08","Jakarta Pusat","Sawah Besar","0","0","201808"
"2018","09","Jakarta Pusat","Sawah Besar","0","0","201809"
"2018","10","Jakarta Pusat","Sawah Besar","0","0","201810"
"2018","11","Jakarta Pusat","Sawah Besar","0","0","201811"
"2018","12","Jakarta Pusat","Sawah Besar","0","0","201812"
"2018","01","Jakarta Pusat","Senen","0","0","201801"
"2018","02","Jakarta Pusat","Senen","0","0","201802"
"2018","03","Jakarta Pusat","Senen","0","0","201803"
"2018","04","Jakarta Pusat","Senen","1","0","201804"
"2018","05","Jakarta Pusat","Senen","1","0","201805"
"2018","06","Jakarta Pusat","Senen","1","0","201806"
"2018","07","Jakarta Pusat","Senen","1","0","201807"
"2018","08","Jakarta Pusat","Senen","0","0","201808"
"2018","09","Jakarta Pusat","Senen","0","0","201809"
"2018","10","Jakarta Pusat","Senen","1","0","201810"
"2018","11","Jakarta Pusat","Senen","0","0","201811"
"2018","12","Jakarta Pusat","Senen","2","0","201812"
"2018","01","Jakarta Pusat","Tanah Abang","6","0","201801"
"2018","02","Jakarta Pusat","Tanah Abang","2","0","201802"
"2018","03","Jakarta Pusat","Tanah Abang","1","0","201803"
"2018","04","Jakarta Pusat","Tanah Abang","1","0","201804"
"2018","05","Jakarta Pusat","Tanah Abang","1","0","201805"
"2018","06","Jakarta Pusat","Tanah Abang","0","0","201806"
"2018","07","Jakarta Pusat","Tanah Abang","0","0","201807"
"2018","08","Jakarta Pusat","Tanah Abang","1","0","201808"
"2018","09","Jakarta Pusat","Tanah Abang","1","0","201809"
"2018","10","Jakarta Pusat","Tanah Abang","0","0","201810"
"2018","11","Jakarta Pusat","Tanah Abang","0","0","201811"
"2018","12","Jakarta Pusat","Tanah Abang","0","0","201812"
"2018","01","Jakarta Utara","Cilincing","5","0","201801"
"2018","02","Jakarta Utara","Cilincing","1","0","201802"
"2018","03","Jakarta Utara","Cilincing","8","0","201803"
"2018","04","Jakarta Utara","Cilincing","5","0","201804"
"2018","05","Jakarta Utara","Cilincing","8","0","201805"
"2018","06","Jakarta Utara","Cilincing","4","0","201806"
"2018","07","Jakarta Utara","Cilincing","10","0","201807"
"2018","08","Jakarta Utara","Cilincing","6","0","201808"
"2018","09","Jakarta Utara","Cilincing","4","0","201809"
"2018","10","Jakarta Utara","Cilincing","3","0","201810"
"2018","11","Jakarta Utara","Cilincing","1","0","201811"
"2018","12","Jakarta Utara","Cilincing","3","0","201812"
"2018","01","Jakarta Utara","Kelapa Gading","2","0","201801"
"2018","02","Jakarta Utara","Kelapa Gading","3","0","201802"
"2018","03","Jakarta Utara","Kelapa Gading","2","0","201803"
"2018","04","Jakarta Utara","Kelapa Gading","4","0","201804"
"2018","05","Jakarta Utara","Kelapa Gading","4","0","201805"
"2018","06","Jakarta Utara","Kelapa Gading","2","0","201806"
"2018","07","Jakarta Utara","Kelapa Gading","0","0","201807"
"2018","11","Jakarta Pusat","Menteng","0","0","201811"
"2018","12","Jakarta Pusat","Menteng","0","0","201812"
"2018","01","Jakarta Pusat","Sawah Besar","0","0","201801"
"2018","02","Jakarta Pusat","Sawah Besar","0","0","201802"
"2018","03","Jakarta Pusat","Sawah Besar","1","0","201803"
"2018","04","Jakarta Pusat","Sawah Besar","0","0","201804"
"2018","05","Jakarta Pusat","Sawah Besar","1","0","201805"
"2015","04","Jakarta Selatan","Pasar Minggu","13","0","201504"
"2015","05","Jakarta Selatan","Pasar Minggu","16","0","201505"
"2015","06","Jakarta Selatan","Pasar Minggu","7","0","201506"
"2015","07","Jakarta Selatan","Pasar Minggu","7","0","201507"
"2015","08","Jakarta Selatan","Pasar Minggu","0","0","201508"
"2015","09","Jakarta Selatan","Pasar Minggu","0","0","201509"
"2015","10","Jakarta Selatan","Pasar Minggu","3","0","201510"
"2015","11","Jakarta Selatan","Pasar Minggu","0","0","201511"
"2015","12","Jakarta Selatan","Pasar Minggu","0","0","201512"
"2015","01","Jakarta Selatan","Pesanggrahan","17","0","201501"
"2015","02","Jakarta Selatan","Pesanggrahan","16","0","201502"
"2015","03","Jakarta Selatan","Pesanggrahan","20","0","201503"
"2015","04","Jakarta Selatan","Pesanggrahan","16","0","201504"
"2015","05","Jakarta Selatan","Pesanggrahan","14","0","201505"
"2015","06","Jakarta Selatan","Pesanggrahan","15","0","201506"
"2015","07","Jakarta Selatan","Pesanggrahan","9","0","201507"
"2015","08","Jakarta Selatan","Pesanggrahan","10","0","201508"
"2015","09","Jakarta Selatan","Pesanggrahan","2","0","201509"
"2015","10","Jakarta Selatan","Pesanggrahan","1","0","201510"
"2015","11","Jakarta Selatan","Pesanggrahan","2","0","201511"
"2015","12","Jakarta Selatan","Pesanggrahan","3","0","201512"
"2015","01","Jakarta Selatan","Setia Budi","8","0","201501"
"2015","02","Jakarta Selatan","Setia Budi","4","0","201502"
"2015","03","Jakarta Selatan","Setia Budi","6","0","201503"
"2015","04","Jakarta Selatan","Setia Budi","6","0","201504"
"2015","05","Jakarta Selatan","Setia Budi","5","0","201505"
"2015","06","Jakarta Selatan","Setia Budi","6","0","201506"
"2015","07","Jakarta Selatan","Setia Budi","0","0","201507"
"2015","08","Jakarta Selatan","Setia Budi","2","0","201508"
"2015","09","Jakarta Selatan","Setia Budi","1","0","201509"
"2015","10","Jakarta Selatan","Setia Budi","0","0","201510"
"2015","11","Jakarta Selatan","Setia Budi","1","0","201511"
"2015","12","Jakarta Selatan","Setia Budi","0","0","201512"
"2015","01","Jakarta Selatan","Tebet","13","0","201501"
"2015","02","Jakarta Selatan","Tebet","18","0","201502"
"2015","03","Jakarta Selatan","Tebet","23","0","201503"
"2015","04","Jakarta Selatan","Tebet","21","0","201504"
"2015","05","Jakarta Selatan","Tebet","11","0","201505"
"2015","06","Jakarta Selatan","Tebet","9","0","201506"
"2015","07","Jakarta Selatan","Tebet","4","0","201507"
"2015","08","Jakarta Selatan","Tebet","2","0","201508"
"2015","09","Jakarta Selatan","Tebet","4","0","201509"
"2015","10","Jakarta Selatan","Tebet","0","0","201510"
"2015","11","Jakarta Selatan","Tebet","0","0","201511"
"2015","12","Jakarta Selatan","Tebet","3","0","201512"
"2015","01","Jakarta Timur","Cakung","6","0","201501"
"2015","02","Jakarta Timur","Cakung","20","0","201502"
"2015","03","Jakarta Timur","Cakung","26","1","201503"
"2015","04","Jakarta Timur","Cakung","57","0","201504"
"2015","05","Jakarta Timur","Cakung","33","0","201505"
"2015","06","Jakarta Timur","Cakung","29","0","201506"
"2015","07","Jakarta Timur","Cakung","8","1","201507"
"2015","08","Jakarta Timur","Cakung","4","0","201508"
"2015","09","Jakarta Timur","Cakung","8","0","201509"
"2015","10","Jakarta Timur","Cakung","4","0","201510"
"2015","11","Jakarta Timur","Cakung","10","0","201511"
"2015","02","Jakarta Pusat","Cempaka Putih","4","0","201502"
"2015","03","Jakarta Pusat","Cempaka Putih","3","0","201503"
"2015","04","Jakarta Pusat","Cempaka Putih","13","0","201504"
"2015","05","Jakarta Pusat","Cempaka Putih","11","0","201505"
"2015","06","Jakarta Pusat","Cempaka Putih","9","0","201506"
"2015","07","Jakarta Pusat","Cempaka Putih","0","0","201507"
"2015","08","Jakarta Pusat","Cempaka Putih","1","0","201508"
"2015","09","Jakarta Pusat","Cempaka Putih","2","0","201509"
"2015","10","Jakarta Pusat","Cempaka Putih","0","0","201510"
"2015","11","Jakarta Pusat","Cempaka Putih","3","0","201511"
"2015","12","Jakarta Pusat","Cempaka Putih","3","0","201512"
"2015","01","Jakarta Pusat","Gambir","0","0","201501"
"2015","02","Jakarta Pusat","Gambir","1","0","201502"
"2015","03","Jakarta Pusat","Gambir","9","0","201503"
"2015","04","Jakarta Pusat","Gambir","5","0","201504"
"2015","05","Jakarta Pusat","Gambir","5","0","201505"
"2015","06","Jakarta Pusat","Gambir","1","0","201506"
"2015","07","Jakarta Pusat","Gambir","0","0","201507"
"2015","08","Jakarta Pusat","Gambir","0","0","201508"
"2015","09","Jakarta Pusat","Gambir","1","0","201509"
"2015","10","Jakarta Pusat","Gambir","0","0","201510"
"2015","11","Jakarta Pusat","Gambir","1","0","201511"
"2015","12","Jakarta Pusat","Gambir","0","0","201512"
"2015","01","Jakarta Pusat","Johar Baru","1","0","201501"
"2015","02","Jakarta Pusat","Johar Baru","3","0","201502"
"2015","03","Jakarta Pusat","Johar Baru","9","0","201503"
"2015","04","Jakarta Pusat","Johar Baru","7","0","201504"
"2015","05","Jakarta Pusat","Johar Baru","3","0","201505"
"2015","06","Jakarta Pusat","Johar Baru","1","0","201506"
"2015","07","Jakarta Pusat","Johar Baru","2","0","201507"
"2015","08","Jakarta Pusat","Johar Baru","0","0","201508"
"2015","09","Jakarta Pusat","Johar Baru","2","0","201509"
"2015","10","Jakarta Pusat","Johar Baru","0","0","201510"
"2015","11","Jakarta Pusat","Johar Baru","1","0","201511"
"2015","12","Jakarta Pusat","Johar Baru","0","0","201512"
"2015","01","Jakarta Pusat","Kemayoran","9","0","201501"
"2015","02","Jakarta Pusat","Kemayoran","15","0","201502"
"2015","03","Jakarta Pusat","Kemayoran","29","0","201503"
"2015","04","Jakarta Pusat","Kemayoran","39","0","201504"
"2015","05","Jakarta Pusat","Kemayoran","23","0","201505"
"2015","06","Jakarta Pusat","Kemayoran","11","0","201506"
"2015","07","Jakarta Pusat","Kemayoran","5","0","201507"
"2015","08","Jakarta Pusat","Kemayoran","2","0","201508"
"2015","09","Jakarta Pusat","Kemayoran","2","0","201509"
"2015","10","Jakarta Pusat","Kemayoran","3","0","201510"
"2015","11","Jakarta Pusat","Kemayoran","0","0","201511"
"2015","12","Jakarta Pusat","Kemayoran","1","0","201512"
"2015","01","Jakarta Pusat","Menteng","5","0","201501"
"2015","02","Jakarta Pusat","Menteng","4","0","201502"
"2015","03","Jakarta Pusat","Menteng","9","0","201503"
"2015","04","Jakarta Pusat","Menteng","7","0","201504"
"2015","05","Jakarta Pusat","Menteng","4","0","201505"
"2015","06","Jakarta Pusat","Menteng","1","0","201506"
"2015","07","Jakarta Pusat","Menteng","1","0","201507"
"2015","08","Jakarta Pusat","Menteng","1","0","201508"
"2015","01","Jakarta Pusat","Cempaka Putih","7","0","201501"
"2015","09","Jakarta Pusat","Menteng","1","0","201509"
"2015","10","Jakarta Pusat","Menteng","2","0","201510"
"2015","11","Jakarta Pusat","Menteng","1","0","201511"
"2015","12","Jakarta Pusat","Menteng","1","0","201512"
"2015","01","Jakarta Pusat","Sawah Besar","5","0","201501"
"2015","02","Jakarta Pusat","Sawah Besar","4","1","201502"
"2015","03","Jakarta Pusat","Sawah Besar","9","0","201503"
"2015","04","Jakarta Pusat","Sawah Besar","13","0","201504"
"2015","05","Jakarta Pusat","Sawah Besar","8","0","201505"
"2015","06","Jakarta Pusat","Sawah Besar","8","0","201506"
"2015","07","Jakarta Pusat","Sawah Besar","1","0","201507"
"2015","08","Jakarta Pusat","Sawah Besar","1","0","201508"
"2015","09","Jakarta Pusat","Sawah Besar","1","0","201509"
"2015","10","Jakarta Pusat","Sawah Besar","1","0","201510"
"2015","11","Jakarta Pusat","Sawah Besar","0","0","201511"
"2015","12","Jakarta Pusat","Sawah Besar","2","0","201512"
"2015","01","Jakarta Pusat","Senen","2","0","201501"
"2015","02","Jakarta Pusat","Senen","3","0","201502"
"2015","03","Jakarta Pusat","Senen","10","0","201503"
"2015","04","Jakarta Pusat","Senen","7","0","201504"
"2015","05","Jakarta Pusat","Senen","6","0","201505"
"2015","06","Jakarta Pusat","Senen","4","0","201506"
"2015","07","Jakarta Pusat","Senen","0","0","201507"
"2015","08","Jakarta Pusat","Senen","1","0","201508"
"2015","09","Jakarta Pusat","Senen","0","0","201509"
"2015","10","Jakarta Pusat","Senen","1","0","201510"
"2015","11","Jakarta Pusat","Senen","0","0","201511"
"2015","12","Jakarta Pusat","Senen","1","0","201512"
"2015","01","Jakarta Pusat","Tanah Abang","4","0","201501"
"2015","02","Jakarta Pusat","Tanah Abang","5","0","201502"
"2015","03","Jakarta Pusat","Tanah Abang","7","0","201503"
"2015","04","Jakarta Pusat","Tanah Abang","9","0","201504"
"2015","05","Jakarta Pusat","Tanah Abang","1","0","201505"
"2015","06","Jakarta Pusat","Tanah Abang","4","0","201506"
"2015","07","Jakarta Pusat","Tanah Abang","2","0","201507"
"2015","08","Jakarta Pusat","Tanah Abang","0","0","201508"
"2015","09","Jakarta Pusat","Tanah Abang","0","0","201509"
"2015","10","Jakarta Pusat","Tanah Abang","0","0","201510"
"2015","11","Jakarta Pusat","Tanah Abang","0","0","201511"
"2015","12","Jakarta Pusat","Tanah Abang","1","0","201512"
"2015","01","Jakarta Utara","Cilincing","8","0","201501"
"2015","02","Jakarta Utara","Cilincing","20","0","201502"
"2015","03","Jakarta Utara","Cilincing","31","0","201503"
"2015","04","Jakarta Utara","Cilincing","48","0","201504"
"2015","05","Jakarta Utara","Cilincing","18","0","201505"
"2015","06","Jakarta Utara","Cilincing","30","0","201506"
"2015","07","Jakarta Utara","Cilincing","17","0","201507"
"2015","08","Jakarta Utara","Cilincing","19","0","201508"
"2015","09","Jakarta Utara","Cilincing","9","0","201509"
"2015","10","Jakarta Utara","Cilincing","10","0","201510"
"2015","11","Jakarta Utara","Cilincing","1","0","201511"
"2015","12","Jakarta Utara","Cilincing","13","0","201512"
"2015","01","Jakarta Utara","Kelapa Gading","5","0","201501"
"2015","02","Jakarta Utara","Kelapa Gading","13","0","201502"
"2015","03","Jakarta Utara","Kelapa Gading","18","0","201503"
"2015","04","Jakarta Utara","Kelapa Gading","82","0","201504"
"2015","05","Jakarta Utara","Kelapa Gading","70","0","201505"
"2015","06","Jakarta Utara","Kelapa Gading","34","0","201506"
"2015","07","Jakarta Utara","Kelapa Gading","15","0","201507"
"2015","08","Jakarta Utara","Kelapa Gading","8","0","201508"
"2015","09","Jakarta Utara","Kelapa Gading","7","0","201509"
"2015","10","Jakarta Utara","Kelapa Gading","1","0","201510"
"2015","11","Jakarta Utara","Kelapa Gading","3","0","201511"
"2015","12","Jakarta Utara","Kelapa Gading","4","0","201512"
"2015","01","Jakarta Utara","Koja","14","0","201501"
"2015","02","Jakarta Utara","Koja","26","0","201502"
"2015","03","Jakarta Utara","Koja","27","0","201503"
"2015","04","Jakarta Utara","Koja","36","0","201504"
"2015","05","Jakarta Utara","Koja","16","0","201505"
"2015","06","Jakarta Utara","Koja","12","0","201506"
"2015","07","Jakarta Utara","Koja","10","0","201507"
"2015","08","Jakarta Utara","Koja","6","0","201508"
"2015","09","Jakarta Utara","Koja","9","0","201509"
"2015","10","Jakarta Utara","Koja","4","0","201510"
"2015","11","Jakarta Utara","Koja","8","0","201511"
"2015","12","Jakarta Utara","Koja","15","0","201512"
"2015","01","Jakarta Utara","Pademangan","6","0","201501"
"2015","02","Jakarta Utara","Pademangan","16","0","201502"
"2015","03","Jakarta Utara","Pademangan","10","0","201503"
"2015","04","Jakarta Utara","Pademangan","20","0","201504"
"2015","05","Jakarta Utara","Pademangan","10","0","201505"
"2015","06","Jakarta Utara","Pademangan","9","0","201506"
"2015","07","Jakarta Utara","Pademangan","6","0","201507"
"2015","08","Jakarta Utara","Pademangan","2","0","201508"
"2015","09","Jakarta Utara","Pademangan","1","0","201509"
"2015","10","Jakarta Utara","Pademangan","1","0","201510"
"2015","11","Jakarta Utara","Pademangan","1","0","201511"
"2015","12","Jakarta Utara","Pademangan","1","0","201512"
"2015","01","Jakarta Utara","Penjaringan","14","0","201501"
"2015","02","Jakarta Utara","Penjaringan","0","0","201502"
"2015","03","Jakarta Utara","Penjaringan","0","0","201503"
"2015","04","Jakarta Utara","Penjaringan","22","0","201504"
"2015","05","Jakarta Utara","Penjaringan","11","0","201505"
"2015","06","Jakarta Utara","Penjaringan","4","0","201506"
"2015","07","Jakarta Utara","Penjaringan","5","0","201507"
"2015","08","Jakarta Utara","Penjaringan","5","0","201508"
"2015","09","Jakarta Utara","Penjaringan","6","0","201509"
"2015","10","Jakarta Utara","Penjaringan","1","0","201510"
"2015","11","Jakarta Utara","Penjaringan","1","0","201511"
"2015","12","Jakarta Utara","Penjaringan","2","0","201512"
"2015","01","Jakarta Utara","Tanjung Priok","9","0","201501"
"2015","02","Jakarta Utara","Tanjung Priok","14","1","201502"
"2015","03","Jakarta Utara","Tanjung Priok","14","0","201503"
"2015","04","Jakarta Utara","Tanjung Priok","24","0","201504"
"2015","05","Jakarta Utara","Tanjung Priok","18","0","201505"
"2015","06","Jakarta Utara","Tanjung Priok","23","0","201506"
"2015","07","Jakarta Utara","Tanjung Priok","10","0","201507"
"2015","08","Jakarta Utara","Tanjung Priok","6","0","201508"
"2015","09","Jakarta Utara","Tanjung Priok","5","0","201509"
"2015","10","Jakarta Utara","Tanjung Priok","11","0","201510"
"2015","11","Jakarta Utara","Tanjung Priok","9","0","201511"
"2015","12","Jakarta Utara","Tanjung Priok","4","0","201512"
"2015","01","Jakarta Barat","Cengkareng","40","0","201501"
"2015","02","Jakarta Barat","Cengkareng","27","0","201502"
"2015","03","Jakarta Barat","Cengkareng","48","0","201503"
"2015","04","Jakarta Barat","Cengkareng","82","0","201504"
"2015","05","Jakarta Barat","Cengkareng","75","0","201505"
"2015","06","Jakarta Barat","Cengkareng","35","0","201506"
"2015","07","Jakarta Barat","Cengkareng","36","0","201507"
"2015","08","Jakarta Barat","Cengkareng","24","0","201508"
"2015","09","Jakarta Barat","Cengkareng","14","0","201509"
"2015","10","Jakarta Barat","Cengkareng","16","0","201510"
"2015","11","Jakarta Barat","Cengkareng","11","0","201511"
"2015","12","Jakarta Barat","Cengkareng","17","0","201512"
"2015","01","Jakarta Barat","Grogol Petamburan","6","0","201501"
"2015","02","Jakarta Barat","Grogol Petamburan","19","0","201502"
"2015","03","Jakarta Barat","Grogol Petamburan","48","0","201503"
"2015","04","Jakarta Barat","Grogol Petamburan","39","0","201504"
"2015","05","Jakarta Barat","Grogol Petamburan","9","0","201505"
"2015","06","Jakarta Barat","Grogol Petamburan","19","0","201506"
"2015","07","Jakarta Barat","Grogol Petamburan","14","0","201507"
"2015","08","Jakarta Barat","Grogol Petamburan","4","0","201508"
"2015","09","Jakarta Barat","Grogol Petamburan","4","0","201509"
"2015","10","Jakarta Barat","Grogol Petamburan","7","0","201510"
"2015","11","Jakarta Barat","Grogol Petamburan","1","0","201511"
"2015","12","Jakarta Barat","Grogol Petamburan","6","0","201512"
"2015","01","Jakarta Barat","Kalideres","33","0","201501"
"2015","02","Jakarta Barat","Kalideres","28","0","201502"
"2015","03","Jakarta Barat","Kalideres","36","0","201503"
"2015","04","Jakarta Barat","Kalideres","39","0","201504"
"2015","05","Jakarta Barat","Kalideres","45","0","201505"
"2015","06","Jakarta Barat","Kalideres","31","0","201506"
"2015","07","Jakarta Barat","Kalideres","27","0","201507"
"2015","08","Jakarta Barat","Kalideres","9","0","201508"
"2015","09","Jakarta Barat","Kalideres","6","0","201509"
"2015","10","Jakarta Barat","Kalideres","8","0","201510"
"2015","11","Jakarta Barat","Kalideres","5","0","201511"
"2015","12","Jakarta Barat","Kalideres","1","0","201512"
"2015","01","Jakarta Barat","Kebon Jeruk","8","0","201501"
"2015","02","Jakarta Barat","Kebon Jeruk","11","0","201502"
"2015","03","Jakarta Barat","Kebon Jeruk","14","0","201503"
"2015","04","Jakarta Barat","Kebon Jeruk","18","0","201504"
"2015","05","Jakarta Barat","Kebon Jeruk","12","0","201505"
"2015","06","Jakarta Barat","Kebon Jeruk","4","0","201506"
"2015","07","Jakarta Barat","Kebon Jeruk","7","0","201507"
"2015","08","Jakarta Barat","Kebon Jeruk","0","0","201508"
"2015","09","Jakarta Barat","Kebon Jeruk","0","0","201509"
"2015","10","Jakarta Barat","Kebon Jeruk","0","0","201510"
"2015","11","Jakarta Barat","Kebon Jeruk","1","0","201511"
"2015","12","Jakarta Barat","Kebon Jeruk","4","0","201512"
"2015","01","Jakarta Barat","Kembangan","16","0","201501"
"2015","02","Jakarta Barat","Kembangan","18","0","201502"
"2015","03","Jakarta Barat","Kembangan","4","0","201503"
"2015","04","Jakarta Barat","Kembangan","13","0","201504"
"2015","05","Jakarta Barat","Kembangan","26","0","201505"
"2015","06","Jakarta Barat","Kembangan","19","0","201506"
"2015","07","Jakarta Barat","Kembangan","6","0","201507"
"2015","08","Jakarta Barat","Kembangan","6","0","201508"
"2015","09","Jakarta Barat","Kembangan","2","0","201509"
"2015","10","Jakarta Barat","Kembangan","2","0","201510"
"2015","11","Jakarta Barat","Kembangan","0","0","201511"
"2015","11","Jakarta Barat","Tambora","3","0","201511"
"2015","12","Jakarta Barat","Tambora","2","0","201512"
"2015","01","Jakarta Selatan","Cilandak","16","0","201501"
"2015","02","Jakarta Selatan","Cilandak","23","0","201502"
"2015","03","Jakarta Selatan","Cilandak","27","0","201503"
"2015","04","Jakarta Selatan","Cilandak","32","0","201504"
"2015","05","Jakarta Selatan","Cilandak","16","0","201505"
"2015","06","Jakarta Selatan","Cilandak","13","0","201506"
"2015","07","Jakarta Selatan","Cilandak","5","0","201507"
"2015","08","Jakarta Selatan","Cilandak","3","0","201508"
"2015","09","Jakarta Selatan","Cilandak","3","0","201509"
"2015","10","Jakarta Selatan","Cilandak","0","0","201510"
"2015","11","Jakarta Selatan","Cilandak","0","0","201511"
"2015","12","Jakarta Selatan","Cilandak","3","0","201512"
"2015","01","Jakarta Selatan","Jagakarsa","26","0","201501"
"2015","02","Jakarta Selatan","Jagakarsa","24","0","201502"
"2015","03","Jakarta Selatan","Jagakarsa","21","0","201503"
"2015","04","Jakarta Selatan","Jagakarsa","37","0","201504"
"2015","05","Jakarta Selatan","Jagakarsa","16","0","201505"
"2015","12","Jakarta Barat","Kembangan","3","0","201512"
"2015","01","Jakarta Barat","Palmerah","13","0","201501"
"2015","02","Jakarta Barat","Palmerah","18","0","201502"
"2015","03","Jakarta Barat","Palmerah","13","0","201503"
"2015","04","Jakarta Barat","Palmerah","9","0","201504"
"2015","05","Jakarta Barat","Palmerah","6","0","201505"
"2015","06","Jakarta Barat","Palmerah","2","0","201506"
"2015","07","Jakarta Barat","Palmerah","3","0","201507"
"2015","08","Jakarta Barat","Palmerah","0","0","201508"
"2015","09","Jakarta Barat","Palmerah","1","0","201509"
"2015","10","Jakarta Barat","Palmerah","3","0","201510"
"2015","11","Jakarta Barat","Palmerah","1","0","201511"
"2015","12","Jakarta Barat","Palmerah","1","0","201512"
"2015","01","Jakarta Barat","Taman Sari","5","0","201501"
"2015","02","Jakarta Barat","Taman Sari","2","0","201502"
"2015","03","Jakarta Barat","Taman Sari","28","0","201503"
"2015","04","Jakarta Barat","Taman Sari","7","0","201504"
"2015","05","Jakarta Barat","Taman Sari","0","0","201505"
"2015","06","Jakarta Barat","Taman Sari","0","0","201506"
"2015","07","Jakarta Barat","Taman Sari","6","0","201507"
"2015","08","Jakarta Barat","Taman Sari","0","0","201508"
"2015","09","Jakarta Barat","Taman Sari","0","0","201509"
"2015","10","Jakarta Barat","Taman Sari","0","0","201510"
"2015","11","Jakarta Barat","Taman Sari","0","0","201511"
"2015","12","Jakarta Barat","Taman Sari","0","0","201512"
"2015","01","Jakarta Barat","Tambora","7","0","201501"
"2015","02","Jakarta Barat","Tambora","11","1","201502"
"2015","03","Jakarta Barat","Tambora","14","0","201503"
"2015","04","Jakarta Barat","Tambora","30","0","201504"
"2015","05","Jakarta Barat","Tambora","14","0","201505"
"2015","06","Jakarta Barat","Tambora","9","0","201506"
"2015","07","Jakarta Barat","Tambora","6","0","201507"
"2015","08","Jakarta Barat","Tambora","2","0","201508"
"2015","09","Jakarta Barat","Tambora","3","0","201509"
"2015","10","Jakarta Barat","Tambora","1","0","201510"
"2015","06","Jakarta Selatan","Jagakarsa","6","0","201506"
"2015","07","Jakarta Selatan","Jagakarsa","10","0","201507"
"2015","08","Jakarta Selatan","Jagakarsa","9","0","201508"
"2015","09","Jakarta Selatan","Jagakarsa","4","0","201509"
"2015","10","Jakarta Selatan","Jagakarsa","0","0","201510"
"2015","11","Jakarta Selatan","Jagakarsa","6","0","201511"
"2015","12","Jakarta Selatan","Jagakarsa","8","0","201512"
"2015","01","Jakarta Selatan","Kebayoran Baru","19","0","201501"
"2015","02","Jakarta Selatan","Kebayoran Baru","14","0","201502"
"2015","03","Jakarta Selatan","Kebayoran Baru","16","0","201503"
"2015","04","Jakarta Selatan","Kebayoran Baru","15","0","201504"
"2015","05","Jakarta Selatan","Kebayoran Baru","27","0","201505"
"2015","06","Jakarta Selatan","Kebayoran Baru","21","0","201506"
"2015","07","Jakarta Selatan","Kebayoran Baru","11","0","201507"
"2015","08","Jakarta Selatan","Kebayoran Baru","4","0","201508"
"2015","09","Jakarta Selatan","Kebayoran Baru","1","0","201509"
"2015","10","Jakarta Selatan","Kebayoran Baru","5","0","201510"
"2015","11","Jakarta Selatan","Kebayoran Baru","3","0","201511"
"2015","12","Jakarta Selatan","Kebayoran Baru","9","0","201512"
"2015","01","Jakarta Selatan","Kebayoran Lama","16","0","201501"
"2015","02","Jakarta Selatan","Kebayoran Lama","19","0","201502"
"2015","03","Jakarta Selatan","Kebayoran Lama","18","0","201503"
"2015","04","Jakarta Selatan","Kebayoran Lama","27","0","201504"
"2015","05","Jakarta Selatan","Kebayoran Lama","32","0","201505"
"2015","06","Jakarta Selatan","Kebayoran Lama","14","0","201506"
"2015","07","Jakarta Selatan","Kebayoran Lama","9","0","201507"
"2015","08","Jakarta Selatan","Kebayoran Lama","6","0","201508"
"2015","09","Jakarta Selatan","Kebayoran Lama","5","0","201509"
"2015","10","Jakarta Selatan","Kebayoran Lama","4","0","201510"
"2015","11","Jakarta Selatan","Kebayoran Lama","2","0","201511"
"2015","12","Jakarta Selatan","Kebayoran Lama","6","0","201512"
"2015","01","Jakarta Selatan","Mampang Prapatan","7","0","201501"
"2015","02","Jakarta Selatan","Mampang Prapatan","8","0","201502"
"2015","03","Jakarta Selatan","Mampang Prapatan","11","0","201503"
"2015","04","Jakarta Selatan","Mampang Prapatan","7","0","201504"
"2015","05","Jakarta Selatan","Mampang Prapatan","4","0","201505"
"2015","06","Jakarta Selatan","Mampang Prapatan","9","0","201506"
"2015","07","Jakarta Selatan","Mampang Prapatan","4","0","201507"
"2015","08","Jakarta Selatan","Mampang Prapatan","2","0","201508"
"2015","09","Jakarta Selatan","Mampang Prapatan","1","0","201509"
"2015","10","Jakarta Selatan","Mampang Prapatan","1","0","201510"
"2015","11","Jakarta Selatan","Mampang Prapatan","0","0","201511"
"2015","12","Jakarta Selatan","Mampang Prapatan","2","0","201512"
"2015","01","Jakarta Selatan","Pancoran","18","0","201501"
"2015","02","Jakarta Selatan","Pancoran","16","0","201502"
"2015","03","Jakarta Selatan","Pancoran","20","0","201503"
"2015","04","Jakarta Selatan","Pancoran","14","0","201504"
"2015","05","Jakarta Selatan","Pancoran","11","0","201505"
"2015","06","Jakarta Selatan","Pancoran","7","0","201506"
"2015","07","Jakarta Selatan","Pancoran","5","0","201507"
"2015","08","Jakarta Selatan","Pancoran","4","0","201508"
"2015","09","Jakarta Selatan","Pancoran","3","0","201509"
"2015","10","Jakarta Selatan","Pancoran","2","0","201510"
"2015","11","Jakarta Selatan","Pancoran","2","0","201511"
"2015","12","Jakarta Selatan","Pancoran","0","0","201512"
"2015","01","Jakarta Selatan","Pasar Minggu","11","0","201501"
"2015","02","Jakarta Selatan","Pasar Minggu","23","0","201502"
"2015","03","Jakarta Selatan","Pasar Minggu","19","0","201503"
